TAXON_ERRORS;TAXON_NEW;Included in ERL 2024
Andrena braunsiana;Andrena braunsiana;Yes
Andrena bremensis;Andrena simillima;Yes
Andrena breviscopa;Andrena cilissaeformis;Yes
Andrena brevitarsis;Andrena brevitarsis;No
Andrena brumanensis;Andrena brumanensis;Yes
Andrena brumanensis ;Andrena brumanensis;Yes
Andrena bucephala;Andrena bucephala;Yes
Andrena bulgariensis;Andrena inconstans;Yes
Andrena butea;Andrena butea;No
Andrena bytinskii;Andrena bytinskii;No
Andrena caesia;Andrena caesia;No
Andrena calandra;Andrena calandra;No
Andrena callida;Andrena tadorna;No
Andrena callosa;Andrena callosa;No
Andrena campestris;Andrena campestris;No
Andrena candens;Andrena candens;No
Andrena caneae;Andrena caneae;Yes
Andrena caneae ;Andrena caneae;Yes
Andrena caneibia;Andrena caneibia;Yes
Andrena canohirta;Andrena canohirta;Yes
Andrena cantiaca;Andrena cantiaca;Yes
Andrena canuta;Andrena canuta;No
Andrena capillosa;Andrena capillosa;Yes
Andrena capilosella;Andrena capilosella;No
Andrena caprimulga;Andrena caprimulga;Yes
Andrena cara;Andrena hieroglyphica;No
Andrena carantonica;Andrena scotica;Yes
Andrena carantonica ;Andrena scotica;Yes
Andrena carbonaria;Andrena nigrospina;No
Andrena caroli;Andrena caroli;No
Andrena caspica;Andrena caspica;No
Andrena castanea;Andrena castanea;No
Andrena catula;Andrena catula;Yes
Andrena caudata;Andrena caudata;No
Andrena cervina;Andrena cervina;Yes
Andrena cervina ;Andrena cervina;Yes
Andrena chaetogastra;Andrena chaetogastra;Yes
Andrena chalcogastra;Andrena chalcogastra;Yes
Andrena chalcogastra extrema;Andrena chalcogastra;Yes
Andrena chalcogastra gomera;Andrena chalcogastra;Yes
Andrena chalcogastra palmaensis;Andrena chalcogastra;Yes
Andrena chelma;Andrena chelma;Yes
Andrena chersona;Andrena chersona;Yes
Andrena chrysopus;Andrena chrysopus;Yes
Andrena chrysopyga;Andrena chrysopyga;Yes
Andrena chrysosceles;Andrena chrysosceles;Yes
Andrena chrysosceles ;Andrena chrysosceles;Yes
Andrena chysosceles;Andrena chrysosceles;Yes
Andrena ciconia;Andrena ciconia;No
Andrena cineraria;Andrena cineraria;Yes
Andrena cineraria ;Andrena cineraria;Yes
Andrena cinerascens;Andrena cinerascens;No
Andrena cinerea;Andrena cinerea;Yes
Andrena cinereophila;Andrena cinereophila;Yes
Andrena cinnamonea;Andrena cinnamonea;No
Andrena citrinella;Andrena citrinella;No
Andrena clarkella;Andrena clarkella;Yes
Andrena clarkella ;Andrena clarkella;Yes
Andrena clusia;Andrena clusia;Yes
Andrena clypella;Andrena clypella;Yes
Andrena cochlearicalcar;Andrena cochlearicalcar;No
Andrena coitana;Andrena coitana;Yes
Andrena colletiformis;Andrena colletiformis;Yes
Andrena colletiformis ;Andrena colletiformis;Yes
Andrena colletiformis insulana;Andrena colletiformis;Yes
Andrena colonialis;Andrena colonialis;Yes
Andrena colorata;Andrena testaceipes;No
Andrena combaella;Andrena combaella;Yes
Andrena combaella ;Andrena combaella;Yes
Andrena combinata;Andrena combinata;Yes
Andrena combinata ;Andrena combinata;Yes
Andrena communis;Andrena communis;No
Andrena compta;Andrena compta;Yes
Andrena comptaeformis;Andrena comptaeformis;No
Andrena comta;Andrena comta;Yes
Andrena concinna;Andrena concinna;Yes
Andrena confinis;Andrena confinis;Yes
Andrena congruens;Andrena congruens;Yes
Andrena congruens ;Andrena congruens;Yes
Andrena consobrina;Andrena bimaculata;Yes
Andrena contracta;Andrena contracta;Yes
Andrena corax;Andrena corax;Yes
Andrena cordialis;Andrena cordialis;Yes
Andrena coromanda;Andrena coromanda;No
Andrena corpana;Andrena simontornyella;Yes
Andrena corssubalpina;Andrena corssubalpina;Yes
Andrena crassana;Andrena crassana;Yes
Andrena creberrima;Andrena discors;Yes
Andrena crepidis;Andrena crepidis;Yes
Andrena crepidis ;Andrena crepidis;Yes
Andrena cressonii;Andrena cressonii;No
Andrena crispa;Andrena crispa;No
Andrena croatica;Andrena croatica;Yes
Andrena croceiventris;Andrena croceiventris;Yes
Andrena crypta;Andrena crypta;No
Andrena cubiceps;Cubiandrena cubiceps;Yes
Andrena cubicepsella;Andrena cubicepsella;No
Andrena cuneata;Andrena cuneata;No
Andrena curiosa;Andrena curiosa;Yes
Andrena curtivalvis;Andrena curtivalvis;Yes
Andrena curtula;Andrena spreta;Yes
Andrena curvana;Andrena curvana;Yes
Andrena curvungula;Andrena curvungula;Yes
Andrena cussariensis;Andrena cussariensis;Yes
Andrena cyanomicans;Andrena cyanomicans;Yes
Andrena cypria;Andrena cypria;Yes
Andrena cypricola;Andrena tibialis;Yes
Andrena cypricola ;Andrena tibialis;Yes
Andrena damara;Andrena damara;Yes
Andrena danuvia;Andrena danuvia;Yes
Andrena daphanea;Andrena daphanea;No
Andrena dargia;Andrena dargia;Yes
Andrena dauma;Andrena dauma;No
Andrena decaocta;Andrena decaocta;No
Andrena decipiens;Andrena decipiens;Yes
Andrena decollata;Andrena decollata;No
Andrena delphiensis;Andrena delphiensis;Yes
Andrena dentata;Andrena dentata;No
Andrena denticolata;Andrena denticulata;Yes
Andrena denticulata;Andrena denticulata;Yes
Andrena dentiventris;Andrena dentiventris;Yes
Andrena depressiuscula;Andrena djelfensis;Yes
Andrena derbentina;Andrena derbentina;No
Andrena deserta;Andrena deserta;No
Andrena dilleri;Andrena dilleri;No
Andrena dinizi;Andrena dinizi;Yes
Andrena discors;Andrena discors;Yes
Andrena distinguenda;Andrena distinguenda;Yes
Andrena distinguenda spongiosa;Andrena distinguenda;Yes
Andrena djelfensis;Andrena djelfensis;Yes
Andrena dmitrii;Andrena dmitrii;No
Andrena dorsalis;Andrena dorsalis;Yes
Andrena dorsata;Andrena dorsata;Yes
Andrena dorsata ;Andrena dorsata;Yes
Andrena dorsata dorsata;Andrena dorsata;Yes
Andrena dorsata propinqua;Andrena propinqua;Yes
Andrena dourada;Andrena dourada;Yes
Andrena doursana;Andrena doursana;Yes
Andrena dubiosa;Andrena dubiosa;Yes
Andrena ebmerella;Andrena ebmerella;Yes
Andrena eddaensis;Andrena eddaensis;No
Andrena efeana;Andrena efeana;No
Andrena ehnbergi;Andrena ehnbergi;Yes
Andrena elata;Andrena elata;Yes
Andrena elegans;Andrena elegans;Yes
Andrena elisaria;Andrena elisaria;No
Andrena ellinorae;Andrena ellinorae;No
Andrena elmaria;Andrena elmaria;Yes
Andrena elmaria ;Andrena elmaria;Yes
Andrena enslinella;Andrena enslinella;Yes
Andrena entotoensis;Andrena entotoensis;No
Andrena erberi;Andrena erberi;Yes
Andrena eremobia;Andrena eremobia;No
Andrena erigeniae;Andrena erigeniae;No
Andrena erodiorum;Andrena erodiorum;Yes
Andrena erythrocnemis;Andrena griseobalteata;Yes
Andrena espanola;Andrena nigropilosa;Yes
Andrena euphorbiacea;Andrena euphorbiacea;No
Andrena euzona;Andrena euzona;No
Andrena eversmanni;Andrena eversmanni;No
Andrena exigua;Andrena exigua;Yes
Andrena eximia;Andrena rosae;Yes
Andrena exquisita;Andrena exquisita;Yes
Andrena ezoensis;Andrena ezoensis;No
Andrena fabalis;Andrena fabalis;No
Andrena FABR. ;-;No
Andrena FABR. aeneiventris;Andrena aeneiventris;Yes
Andrena FABR. alfkenella;Andrena alfkenella;Yes
Andrena FABR. apicata;Andrena apicata;Yes
Andrena FABR. barbilabris;Andrena barbilabris;Yes
Andrena FABR. bicolor;Andrena croatica;Yes
Andrena FABR. bimaculata;Andrena bimaculata;Yes
Andrena FABR. chrysosceles;Andrena chrysosceles;Yes
Andrena FABR. cineraria;Andrena cineraria;Yes
Andrena FABR. curvungula;Andrena curvungula;Yes
Andrena FABR. danuvia;Andrena danuvia;Yes
Andrena FABR. dorsalis;Andrena dorsalis;Yes
Andrena FABR. dorsata;Andrena dorsata;Yes
Andrena FABR. falsifica;Andrena falsifica;Yes
Andrena FABR. flavipes;Andrena flavipes;Yes
Andrena FABR. flavipes,;Andrena flavipes;Yes
Andrena FABR. florea;Andrena florea;Yes
Andrena FABR. fucata;Andrena fucata;Yes
Andrena FABR. fulva;Andrena fulva;Yes
Andrena FABR. fulvago;Andrena fulvago;Yes
Andrena FABR. fuscipes;Andrena fuscipes;Yes
Andrena FABR. gelriae;Andrena gelriae;Yes
Andrena FABR. gravida;Andrena gravida;Yes
Andrena FABR. haemorrhoa;Andrena haemorrhoa;Yes
Andrena FABR. hattorfiana;Andrena hattorfiana;Yes
Andrena FABR. helvola;Andrena helvola;Yes
Andrena FABR. humilis;Andrena humilis;Yes
Andrena FABR. impunctata;Andrena impunctata;Yes
Andrena FABR. labialis;Andrena labialis;Yes
Andrena FABR. labiata;Andrena labiata;Yes
Andrena FABR. lagopus;Andrena lagopus;Yes
Andrena FABR. limata;Andrena limata;Yes
Andrena FABR. marginata;Andrena marginata;Yes
Andrena FABR. minutula;Andrena minutula;Yes
Andrena FABR. minutuloides;Andrena minutuloides;Yes
Andrena FABR. mucida;Andrena mucida;Yes
Andrena FABR. nasuta;Andrena nasuta;Yes
Andrena FABR. nigroaenea;Andrena nigroaenea;Yes
Andrena FABR. nitida;Andrena nitida;Yes
Andrena FABR. nitidiuscula;Andrena nitidiuscula;Yes
Andrena FABR. oralis;Andrena oralis;Yes
Andrena FABR. ovatula;Andrena ovatula;Yes
Andrena FABR. paucisquama;Andrena paucisquama;Yes
Andrena FABR. pilipes;Andrena pilipes;Yes
Andrena FABR. potentillae;Andrena potentillae;Yes
Andrena FABR. praecox;Andrena praecox;Yes
Andrena FABR. propinqua;Andrena propinqua;Yes
Andrena FABR. proxima;Andrena proxima;Yes
Andrena FABR. pusilla;Andrena pusilla;Yes
Andrena FABR. rogenhoferi;Andrena rogenhoferi;Yes
Andrena FABR. rufula;Andrena rufula;Yes
Andrena FABR. saxonica;Andrena saxonica;Yes
Andrena FABR. schencki;Andrena schencki;Yes
Andrena FABR. scita;Andrena scita;Yes
Andrena FABR. simontornyella;Andrena simontornyella;Yes
Andrena FABR. strohmella;Andrena strohmella;Yes
Andrena FABR. subopaca;Andrena subopaca;Yes
Andrena FABR. suerinensis;Andrena suerinensis;Yes
Andrena FABR. susterai;Andrena susterai;Yes
Andrena FABR. symphyti;Andrena symphyti;Yes
Andrena FABR. taraxaci;Andrena taraxaci;Yes
Andrena FABR. tibialis;Andrena tibialis;Yes
Andrena FABR. vaga;Andrena vaga;Yes
Andrena FABR. varians;Andrena varians;Yes
Andrena FABR. ventralis;Andrena ventralis;Yes
Andrena FABR. viridescens;Andrena viridescens;Yes
Andrena FABR. wilkella;Andrena wilkella;Yes
Andrena fabrella;Andrena fabrella;Yes
Andrena Fabricius, 1775 nuptialis;Andrena nuptialis;Yes
Andrena Fabricius, 1775 synadelpha;Andrena synadelpha;Yes
Andrena falcinella;Andrena falcinella;Yes
Andrena fallax;Andrena fallax;Yes
Andrena falsifica;Andrena falsifica;Yes
Andrena farinosa;Andrena farinosa;Yes
Andrena fedtschenkoi;Andrena fedtschenkoi;No
Andrena ferox;Andrena ferox;Yes
Andrena ferrugineicrus;Andrena ferrugineicrus;Yes
Andrena fertoni;Andrena fertoni;Yes
Andrena ferulae;Andrena ferulae;No
Andrena figurata;Andrena figurata;Yes
Andrena fimbriata;Andrena fimbriata;Yes
Andrena fimbriatoides;Andrena fimbriatoides;No
Andrena flavilabris;Andrena flavilabris;Yes
Andrena flavipes;Andrena flavipes;Yes
Andrena flavipes ;Andrena flavipes;Yes
Andrena flavipes ibizensis;Andrena flavipes;Yes
Andrena flavipes var. cinerascens;Andrena flavipes;Yes
Andrena flavobila;Andrena flavobila;Yes
Andrena flavobilla;Andrena flavobila;Yes
Andrena flavomarginata;Andrena flavomarginata;No
Andrena flexa;Andrena flexa;No
Andrena florea;Andrena florea;Yes
Andrena florentina;Andrena florentina;Yes
Andrena florentina subflorina;Andrena florentina;Yes
Andrena floricola;Andrena floricola;Yes
Andrena florivaga;Andrena florivaga;Yes
Andrena foeniculae;Andrena foeniculae;Yes
Andrena forsterella;Andrena forsterella;Yes
Andrena forsteri;Andrena forsterella;Yes
Andrena fortipunctata;Andrena fortipunctata;Yes
Andrena fratercula;Andrena fratercula;No
Andrena freygessneri;Andrena freygessneri;Yes
Andrena fria;Andrena fria;Yes
Andrena fucata;Andrena fucata;Yes
Andrena fucata ;Andrena fucata;Yes
Andrena fukaii;Andrena fukaii;No
Andrena fulica;Andrena fulica;Yes
Andrena fuliginata;Andrena fuliginata;Yes
Andrena fuligula;Andrena fuligula;Yes
Andrena fulva;Andrena fulva;Yes
Andrena fulva ;Andrena fulva;Yes
Andrena fulvago;Andrena fulvago;Yes
Andrena fulvago ;Andrena fulvago;Yes
Andrena fulvata;Andrena fulvata;Yes
Andrena fulvicornis;Andrena fulvicornis;Yes
Andrena fulvicornis ;Andrena fulvicornis;Yes
Andrena fulvida;Andrena fulvida;Yes
Andrena fulvitarsis;Andrena fulvitarsis;Yes
Andrena fumida;Andrena fumida;Yes
Andrena funerea;Andrena funerea;Yes
Andrena fuscicollis;Andrena fuscicollis;No
Andrena fuscipes;Andrena fuscipes;Yes
Andrena fuscipes  ;Andrena fuscipes;Yes
Andrena fuscocalcarata;Andrena fuscocalcarata;Yes
Andrena fuscosa;Andrena fuscosa;Yes
Andrena fuscosa ;Andrena fuscosa;Yes
Andrena gades;Andrena gades;Yes
Andrena galacta;Andrena galacta;No
Andrena galbula;Andrena galbula;No
Andrena gallica;Andrena assimilis;Yes
Andrena gallica taurica;Andrena assimilis;Yes
Andrena gallinula;Andrena gallinula;No
Andrena gamskrucki;Andrena gamskrucki;Yes
Andrena garrula;Andrena garrula;Yes
Andrena garzetta;Andrena garzetta;No
Andrena gasparella;Andrena gasparella;No
Andrena gazella;Andrena gazella;No
Andrena gelriae;Andrena gelriae;Yes
Andrena glabriventris;Andrena glabriventris;No
Andrena glandaria;Andrena glandaria;Yes
Andrena glareola;Andrena glareola;No
Andrena glidia;Andrena glidia;Yes
Andrena glidia ;Andrena glidia;Yes
Andrena gomerensis;Andrena gomerensis;Yes
Andrena gordia;Andrena gordia;Yes
Andrena gordia ;Andrena gordia;Yes
Andrena govinda;Andrena govinda;No
Andrena gracilis;Andrena gracilis;No
Andrena graecella;Andrena graecella;Yes
Andrena grandilabris;Andrena elmaria;Yes
Andrena granulosa;Andrena granulosa;Yes
Andrena gravida;Andrena gravida;Yes
Andrena gravida ;Andrena gravida;Yes
Andrena gredana;Andrena gredana;Yes
Andrena gregaria;Andrena gregaria;No
Andrena griseigena;Andrena griseigena;No
Andrena griseobalteata;Andrena griseobalteata;Yes
Andrena grossella;Andrena grossella;Yes
Andrena grozdanici;Andrena grozdanici;Yes
Andrena guichardi;Andrena guichardi;No
Andrena guizotiae;Andrena guizotiae;No
Andrena gunaca;Andrena gunaca;No
Andrena guttata;Andrena guttata;No
Andrena haemorrhoa;Andrena haemorrhoa;Yes
Andrena haemorrhoa ;Andrena haemorrhoa;Yes
Andrena haemorrhoa messaadensis;Andrena haemorrhoa messaadensis;No
Andrena haemorroa;Andrena haemorrhoa;Yes
Andrena hattorfiana;Andrena hattorfiana;Yes
Andrena hebes;Andrena hebes;No
Andrena hebescens;Andrena hebescens;Yes
Andrena hedikae;Andrena hedikae;Yes
Andrena heinrichi;Andrena heinrichi;Yes
Andrena helenica;Andrena helenica;Yes
Andrena helouanensis;Andrena helouanensis;No
Andrena helvola;Andrena helvola;Yes
Andrena helvola ;Andrena helvola;Yes
Andrena henotica;Andrena henotica;Yes
Andrena hermonella;Andrena hermonella;No
Andrena hesperia;Andrena hesperia;Yes
Andrena hesperia ;Andrena hesperia;Yes
Andrena heterodoxa;Andrena heterodoxa;Yes
Andrena hibernica;Andrena hibernica;No
Andrena hillana;Andrena hillana;Yes
Andrena hirticeps;Andrena hirticeps;No
Andrena hirticincta;Andrena hirticincta;No
Andrena hirticornis;Andrena hirticornis;No
Andrena hispania;Andrena morio;Yes
Andrena hova;Andrena hova;No
Andrena humabilis;Andrena humabilis;Yes
Andrena humilis;Andrena humilis;Yes
Andrena humilis ;Andrena humilis;Yes
Andrena humlaensis;Andrena humlaensis;No
Andrena hungarica;Andrena hungarica;Yes
Andrena hyacinthina;Andrena hyacinthina;Yes
Andrena hyacinthina ;Andrena hyacinthina;Yes
Andrena hybrida;Andrena hybrida;Yes
Andrena hyemala;Andrena hyemala;Yes
Andrena hyemala kushkia;Andrena hyemala kushkia;No
Andrena hypopolia;Andrena hypopolia;Yes
Andrena hystrix;Andrena hystrix;Yes
Andrena icterina;Andrena icterina;Yes
Andrena iliaca;Andrena iliaca;No
Andrena illyrica;Andrena illyrica;Yes
Andrena imitatrix;Andrena imitatrix;No
Andrena immaculata;Andrena immaculata;No
Andrena impressa;Andrena lavandulae;Yes
Andrena impunctata;Andrena impunctata;Yes
Andrena impunctata contusa;Andrena impunctata;Yes
Andrena incisa;Andrena incisa;Yes
Andrena incognita;Andrena incognita;No
Andrena inconstans;Andrena inconstans;Yes
Andrena induta;Andrena induta;No
Andrena innesi;Andrena innesi;No
Andrena insignis;Andrena insignis;No
Andrena intermedia;Andrena intermedia;Yes
Andrena intermedia ;Andrena intermedia;Yes
Andrena interrupta;Andrena afzeliella;Yes
Andrena isabellina;Andrena isabellina;No
Andrena isis;Andrena isis;Yes
Andrena isis canaria;Andrena isis;Yes
Andrena ispida;Andrena fallax;Yes
Andrena israelica;Andrena israelica;No
Andrena jacobi;Andrena scotica;Yes
Andrena janthina;Andrena janthina;No
Andrena japonica;Andrena japonica;No
Andrena jerbaensis;Andrena jerbaensis;No
Andrena judaea;Andrena judaea;No
Andrena jugorum;Andrena jugorum;No
Andrena juliana;Andrena juliana;Yes
Andrena kaguya;Andrena kaguya;No
Andrena kamarti;Andrena kamarti;Yes
Andrena ketupa;Andrena ketupa;No
Andrena kilikiae;Andrena kilikiae;No
Andrena kirgistica;Andrena kirgistica;No
Andrena knuthi;Andrena knuthi;No
Andrena kocoureki;Andrena kocoureki;Yes
Andrena konyella;Andrena konyella;No
Andrena kopetica;Andrena kopetica;No
Andrena korbella;Andrena korbella;No
Andrena korleviciana;Andrena korleviciana;Yes
Andrena kornosica;Andrena kornosica;Yes
Andrena korovini;Andrena korovini;No
Andrena kotenkoi;Andrena kotenkoi;No
Andrena krausiella;Andrena krausiella;No
Andrena kriechbaumeri;Andrena kriechbaumeri;Yes
Andrena kurda;Andrena kurda;No
Andrena labergeiella;Andrena labergeiella;No
Andrena labialis;Andrena labialis;Yes
Andrena labialis ;Andrena labialis;Yes
Andrena labiata;Andrena labiata;Yes
Andrena labiata ;Andrena labiata;Yes
Andrena labiatula;Andrena labiatula;Yes
Andrena labrosa;Andrena labrosa;No
Andrena lagopus;Andrena lagopus;Yes
Andrena lamiana;Andrena lamiana;Yes
Andrena langadensis;Andrena langadensis;Yes
Andrena lapponica;Andrena lapponica;Yes
Andrena lapponica ;Andrena lapponica;Yes
Andrena larisana;Andrena larisana;Yes
Andrena lateralis;Andrena lateralis;Yes
Andrena lathyri;Andrena lathyri;Yes
Andrena laticalcar;Andrena laticalcar;No
Andrena laticeps;Andrena laticeps;No
Andrena laurivora;Andrena laurivora;Yes
Andrena lavandulae;Andrena lavandulae;Yes
Andrena lepida;Andrena lepida;Yes
Andrena leptopyga;Andrena leptopyga;Yes
Andrena lepurana;Andrena lepurana;No
Andrena leucocyanea;Andrena leucocyanea;No
Andrena leucolippa;Andrena leucolippa;Yes
Andrena leucophaea;Andrena leucophaea;Yes
Andrena leucopsis;Andrena leucopsis;Yes
Andrena leucopsis ;Andrena leucopsis;Yes
Andrena leucorhina;Andrena leucorhina;No
Andrena leucura;Andrena leucura;No
Andrena levante;Andrena levante;Yes
Andrena limassolica;Andrena limassolica;Yes
Andrena limata;Andrena limata;Yes
Andrena limata ;Andrena limata;Yes
Andrena limbata;Andrena limbata;Yes
Andrena limonii;Andrena limonii;Yes
Andrena lindbergella;Andrena lindbergella;Yes
Andrena lineolata;Andrena lineolata;Yes
Andrena livens;Andrena livens;Yes
Andrena longibarbis;Andrena longibarbis;Yes
Andrena longula;Andrena longula;No
Andrena lonicera;Andrena lonicera;Yes
Andrena lucidula;Andrena lucidula;No
Andrena lunata;Andrena lunata;No
Andrena lupinorum;Andrena lupinorum;No
Andrena luridiloma;Andrena luridiloma;No
Andrena luscinia;Andrena luscinia;No
Andrena lusitania;Andrena lusitania;Yes
Andrena lutea;Andrena lutea;No
Andrena macroptera;Andrena macroptera;Yes
Andrena maculicornis;Andrena maculicornis;No
Andrena maderensis;Andrena maderensis;Yes
Andrena maderensis maderensis;Andrena maderensis;Yes
Andrena magma;Andrena magna;Yes
Andrena magna;Andrena magna;Yes
Andrena magunta;Andrena magunta;Yes
Andrena majalis;Andrena majalis;No
Andrena mara;Andrena mara;No
Andrena marginata;Andrena marginata;Yes
Andrena marginata ;Andrena marginata;Yes
Andrena mariana;Andrena mariana;Yes
Andrena mariana alma;Andrena alma;Yes
Andrena marmora;Andrena marmora;No
Andrena marsae;Andrena marsae;No
Andrena medeninensis;Andrena medeninensis;Yes
Andrena medeninensis abunda;Andrena medeninensis;Yes
Andrena mediovittata;Andrena mediovittata;Yes
Andrena mehelyi;Andrena mehelyi;Yes
Andrena mehglyi;Andrena mehelyi;Yes
Andrena melacana;Andrena melacana;Yes
Andrena melaleuca;Andrena melaleuca;No
Andrena melanota;Andrena melanota;No
Andrena melba;Andrena melba;No
Andrena melittoides;Andrena melittoides;No
Andrena menahemella;Andrena menahemella;No
Andrena merimna;Andrena merimna;No
Andrena merula;Andrena merula;Yes
Andrena merula ;Andrena merula;Yes
Andrena metallescens;Andrena metallescens;Yes
Andrena microcardia;Andrena microcardia;No
Andrena microthorax;Andrena microthorax;Yes
Andrena miegella;Andrena miegiella;Yes
Andrena miegiella;Andrena miegiella;Yes
Andrena mikado;Andrena mikado;No
Andrena minapalumboi;Andrena minapalumboi;Yes
Andrena minima;Andrena minima;No
Andrena minutissima;Andrena minutissima;No
Andrena minutula;Andrena minutula;Yes
Andrena minutula ;Andrena minutula;Yes
Andrena minutula (minutuloides?);-;No
Andrena minutula var. parvula;Andrena minutula;Yes
Andrena minutuloides;Andrena minutuloides;Yes
Andrena minutuloides ;Andrena minutuloides;Yes
Andrena minutuloides var. parvuloides;Andrena minutuloides;Yes
Andrena minutuoloides;Andrena minutuloides;Yes
Andrena miranda;Andrena miranda;No
Andrena mirzojani;Andrena mirzojani;No
Andrena mistrensis;Andrena mistrensis;Yes
Andrena mitis;Andrena mitis;Yes
Andrena mocsary;Andrena mocsaryi;Yes
Andrena mocsaryi;Andrena mocsaryi;Yes
Andrena monacha;Andrena monacha;Yes
Andrena monacha ;Andrena monacha;Yes
Andrena mongolica;Andrena mongolica;No
Andrena monilia;Andrena monilia;Yes
Andrena montana;Andrena montana;Yes
Andrena montanula;Andrena montanula;No
Andrena montarca;Andrena montarca;Yes
